committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_state,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,memo_code,memo_code_full,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,payee_last_name,payee_first_name,payee_middle_name,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,spender_committee_type,spender_committee_org_type,spender_committee_designation,filing_form,link_id,recipient_city,recipient_zip,disbursement_purpose_category,memo_text,two_year_transaction_period,schedule_type,sub_id,pdf_url,line_number_label,payee_prefix,payee_suffix,payee_employer,payee_occupation,ref_disp_excess_flg,comm_dt
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,B9A47ABA7F60EF15F28,1203497,PAC,POLITICAL ACTION COMMITTEE,C00409003,C00409003,HEARTLAND VALUES PAC,SD,HEARTLAND VALUES PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,43087,3000,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,43144.07677,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,SIOUX FALLS,57101,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058603,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,61776D10AC99614331E,1203497,CCM,CAMPAIGN COMMITTEE,C00505552,C00505552,HEIDI FOR SENATE,ND,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43087,3000,S,SENATE,,S2ND00099,"HEITKAMP, HEIDI",HEIDI,HEITKAMP,,,,ND,NORTH DAKOTA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43144.07682,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,BISMARCK,585021577,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058603,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,19C9BE8A2BDF59C2E10,1174051,CCM,CAMPAIGN COMMITTEE,C00289603,C00289603,LOFGREN FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42909,3000,H,HOUSE,19,H4CA16049,"LOFGREN, ZOE",ZOE,LOFGREN,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42944.08361,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,SAN JOSE,95126,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882632,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,46EC339A69DE1E7E6CA,1251347,CCM,CAMPAIGN COMMITTEE,C00255562,C00255562,FRIENDS OF JIM CLYBURN,SC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43272,3000,H,HOUSE,6,H2SC02042,"CLYBURN, JAMES E.",JAMES,CLYBURN,E.,,,SC,SOUTH CAROLINA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.06322,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,COLUMBIA,29211,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756181,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,75F3930FBC05470B05A,1203497,PAC,POLITICAL ACTION COMMITTEE,C00432930,C00432930,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,AZ,FISCAL LEADERSHIP AND KNOWING ECONOMICS PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,43087,3500,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,43144.07667,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,TEMPE,85284,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058601,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,8D73DB69BD4C276D794,1239472,PAC,POLITICAL ACTION COMMITTEE,C00235655,C00235655,BLUEGRASS COMMITTEE,VA,BLUEGRASS COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43241,4000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06427,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,ALEXANDRIA,223145404,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786881,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M6,2.01806E+17,23,C9222C8EF1A349FA9D2,1239472,CCM,CAMPAIGN COMMITTEE,C00539890,C00539890,FEINSTEIN FOR SENATE 2018,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43241,4000,S,SENATE,,S0CA00199,"FEINSTEIN, DIANNE",DIANNE,FEINSTEIN,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43272.06393,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.06202E+18,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4.06202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201806209113786881,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M7,2.01807E+17,23,E2A808B7446AD452B68,1251347,CCM,CAMPAIGN COMMITTEE,C00486563,C00486563,MANCHIN FOR WEST VIRGINIA,WV,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43272,4000,S,SENATE,,S0WV00090,"MANCHIN, JOSEPH III",JOSEPH,MANCHIN,,,III,WV,WEST VIRGINIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43309.063,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,CHARLESTON,25361,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201807209117756184,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M9,2.01809E+17,23,699B02C28754285BED3,1262689,PAC,POLITICAL ACTION COMMITTEE,C00368696,C00368696,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),MS,RESPONSIBILITY AND FREEDOM WORK PAC (RFWPAC),,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43328,4000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43364.06546,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.09202E+18,JACKSON,39205,CONTRIBUTIONS,,2018,SB,4.09202E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201809209122028453,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,ACDFFFB8C59A3DD9484,1203497,PAC,POLITICAL ACTION COMMITTEE,C00387464,C00387464,ALAMO PAC,TX,ALAMO PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,43087,5000,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,43144.07667,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,AUSTIN,78701,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058597,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,F18C03EB4473AD0E72F,1203497,CCM,CAMPAIGN COMMITTEE,C00370056,C00370056,DEVIN NUNES CAMPAIGN COMMITTEE,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43088,5000,H,HOUSE,22,H8CA20059,"NUNES, DEVIN G.",DEVIN,NUNES,G.,,,CA,CALIFORNIA,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43144.07672,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,VISALIA,932906545,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058600,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,84D9094B5044F1BB6EA,1203497,CCM,CAMPAIGN COMMITTEE,C00431304,C00431304,MCCASKILL FOR MISSOURI,MO,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,43087,5000,S,SENATE,,S6MO00305,"MCCASKILL, CLAIRE CONNER",CLAIRE,MCCASKILL,CONNER,,,MO,MISSOURI,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43144.0768,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,ST LOUIS,63130,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058606,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,YE,2.01801E+17,23,E79E4D74186483AF7F4,1203497,CCM,CAMPAIGN COMMITTEE,C00412304,C00412304,MONTANANS FOR TESTER,MT,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43087,5000,S,SENATE,,S6MT00162,"TESTER, JON",JON,TESTER,,,,MT,MONTANA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43144.07677,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.01312E+18,HELENA,59624,CONTRIBUTIONS,,2018,SB,4.02122E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201801319091058607,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M4,2.01704E+17,23,C3D66C4EDE425B0B73A,1159431,CCM,CAMPAIGN COMMITTEE,C00420935,C00420935,KEVIN MCCARTHY FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42823,5000,H,HOUSE,23,H6CA22125,"MCCARTHY, KEVIN OWEN",KEVIN,MCCARTHY,OWEN,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42904.36783,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,BAKERSFIELD,933892667,CONTRIBUTIONS,,2018,SB,4.04242E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201704209052346689,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M4,2.01704E+17,23,5FFE000551FBDA0BCE3,1159431,CCM,CAMPAIGN COMMITTEE,C00434563,C00434563,MARTIN HEINRICH FOR SENATE,NM,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,42823,5000,S,SENATE,,S2NM00088,"HEINRICH, MARTIN",MARTIN,HEINRICH,,,,NM,NEW MEXICO,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,42904.36783,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,ALBUQUERQUE,87125,CONTRIBUTIONS,,2018,SB,4.04242E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201704209052346690,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M4,2.01704E+17,23,057AADC6FEFB7DE644A,1159431,CCM,CAMPAIGN COMMITTEE,C00213512,C00213512,NANCY PELOSI FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42823,5000,H,HOUSE,12,H8CA05035,"PELOSI, NANCY",NANCY,PELOSI,,,,CA,CALIFORNIA ,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42904.36783,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,WASHINGTON,20005,CONTRIBUTIONS,,2018,SB,4.04242E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201704209052346691,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M4,2.01804E+17,23,5B6532961D03A8D71A0,1226413,PAC,POLITICAL ACTION COMMITTEE,C00567693,C00567693,HAWAII PAC,DC,HAWAII PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43181,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43218.06409,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,WASHINGTON,20003,CONTRIBUTIONS,,2018,SB,4.04272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111674406,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M4,2.01804E+17,23,001C90D14A6E792BDBC,1226413,PAC,POLITICAL ACTION COMMITTEE,C00409003,C00409003,HEARTLAND VALUES PAC,SD,HEARTLAND VALUES PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43182,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43218.06425,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,SIOUX FALLS,57101,CONTRIBUTIONS,,2018,SB,4.04272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111674407,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M4,2.01804E+17,23,2B01FB4F7E1FA61B388,1226413,PAC,POLITICAL ACTION COMMITTEE,C00525543,C00525543,PROJECT WEST POLITICAL ACTION COMMITTEE,CO,PROJECT WEST POLITICAL ACTION COMMITTEE,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43182,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43218.06415,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.04202E+18,LONE TREE,80124,CONTRIBUTIONS,,2018,SB,4.04272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201804209111674409,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M5,2.01805E+17,23,F8291401A06550D152C,1232763,PAC,POLITICAL ACTION COMMITTEE,C00387464,C00387464,ALAMO PAC,TX,ALAMO PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43209,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43242.06414,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.05182E+18,AUSTIN,78701,CONTRIBUTIONS,,2018,SB,4.05212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201805189112115633,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M5,2.01805E+17,23,CA388D47D949FF4D4E6,1232763,PAC,POLITICAL ACTION COMMITTEE,C00540484,C00540484,THE INTERNET ASSOCIATION PAC,DC,THE INTERNET ASSOCIATION PAC,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43209,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43242.06462,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.05182E+18,WASHINGTON,20005,CONTRIBUTIONS,,2018,SB,4.05212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201805189112115633,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M7,2.01707E+17,23,7B0D0BE2F6AA95B832F,1174051,PAC,POLITICAL ACTION COMMITTEE,C00348607,C00348607,IMPACT,NY,IMPACT,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2017 CONTRIBUTION,,,42909,5000,,,,,,,,,,,,,P2017,CONTRIBUTION,PRIMARY,2017,A,ADD,ITEMIZED DISBURSEMENTS,42944.08359,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.07202E+18,NEW YORK,10016,CONTRIBUTIONS,,2018,SB,4.07272E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201707209066882630,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2017,M8,2.01708E+17,23,CC9DAC78FEFEBA7005F,1179932,CCM,CAMPAIGN COMMITTEE,C00140715,C00140715,HOYER FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 PRIMARY,,,42944,5000,H,HOUSE,5,H2MD05155,"HOYER, STENY HAMILTON",STENY,HOYER,HAMILTON,,,MD,MARYLAND,P2018,,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,42966.0785,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.08182E+18,WASHINGTON,20005,CONTRIBUTIONS,,2018,SB,4.08182E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201708189070459413,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M8,2.01808E+17,23,EA82A0D7E2A08EF57F4,1257622,CCM,CAMPAIGN COMMITTEE,C00290825,C00290825,NADLER FOR CONGRESS,NY,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43298,5000,H,HOUSE,10,H2NY17071,"NADLER, JERROLD LEWIS",JERROLD,NADLER,LEWIS,,,NY,NEW YORK,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43334.06379,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.08202E+18,NEW YORK,10024,CONTRIBUTIONS,,2018,SB,4.08212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201808209119984247,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M8,2.01808E+17,23,0BFF2D978611ED168EF,1257622,CCM,CAMPAIGN COMMITTEE,C00213512,C00213512,NANCY PELOSI FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43298,5000,H,HOUSE,12,H8CA05035,"PELOSI, NANCY",NANCY,PELOSI,,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43334.0642,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.08202E+18,WASHINGTON,20005,CONTRIBUTIONS,,2018,SB,4.08212E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201808209119984247,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,AB58EEBAE3188225529,1265901,CCM,CAMPAIGN COMMITTEE,C00140715,C00140715,HOYER FOR CONGRESS,DC,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43360,5000,H,HOUSE,5,H2MD05155,"HOYER, STENY HAMILTON",STENY,HOYER,HAMILTON,,,MD,MARYLAND,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,WASHINGTON,20005,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378773,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,D4F1972DEED99E86BA6,1265901,CCM,CAMPAIGN COMMITTEE,C00545467,C00545467,HURD FOR CONGRESS,TX,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43371,5000,H,HOUSE,23,H0TX23086,"HURD, WILLIAM B.",WILLIAM,HURD,B.,,,TX,TEXAS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,SAN ANTONIO,78245,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378773,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,34E996100C78A44B8B0,1265901,PAC,POLITICAL ACTION COMMITTEE,C00348607,C00348607,IMPACT,NY,IMPACT,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 CONTRIBUTION,,,43371,5000,,,,,,,,,,,,,P2018,CONTRIBUTION,PRIMARY,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,NEW YORK,10016,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378774,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,DCB98C15E7A13F6A874,1265901,CCM,CAMPAIGN COMMITTEE,C00420935,C00420935,KEVIN MCCARTHY FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43371,5000,H,HOUSE,23,H6CA22125,"MCCARTHY, KEVIN OWEN",KEVIN,MCCARTHY,OWEN,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,BAKERSFIELD,933892667,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378775,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,83CF743E8EACD5609FC,1265901,CCM,CAMPAIGN COMMITTEE,C00226928,C00226928,PALLONE FOR CONGRESS,NJ,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43355,5000,H,HOUSE,6,H8NJ03073,"PALLONE, FRANK JR.",FRANK,PALLONE,,,JR.,NJ,NEW JERSEY,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,LONG BRANCH,7740,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378780,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,2C8F7467BB3BAAA73E3,1265901,CCM,CAMPAIGN COMMITTEE,C00226522,C00226522,RICHARD E NEAL FOR CONGRESS COMMITTEE,MA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43355,5000,H,HOUSE,1,H8MA02041,"NEAL, RICHARD EDMUND",RICHARD,NEAL,EDMUND,,,MA,MASSACHUSETTS,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,SPRINGFIELD,1108,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378781,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,D698D2F58CE3E138BA8,1265901,CCM,CAMPAIGN COMMITTEE,C00394957,C00394957,SCALISE FOR CONGRESS,LA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43371,5000,H,HOUSE,1,H0LA01087,"SCALISE, STEPHEN JOSEPH",STEPHEN,SCALISE,JOSEPH,,,LA,LOUISIANA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,JEFFERSON,701833219,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378781,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,94D2D468AD605C4B346,1265901,CCM,CAMPAIGN COMMITTEE,C00343871,C00343871,SCHIFF FOR CONGRESS,CA,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43360,5000,H,HOUSE,28,H0CA27085,"SCHIFF, ADAM BENNETT",ADAM,SCHIFF,BENNETT,,,CA,CALIFORNIA,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,LOS ANGELES,90017,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378782,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
C00502906,FACEBOOK INC. PAC,2018,M10,2.0181E+17,23,89AE34558B2E86B397C,1265901,CCM,CAMPAIGN COMMITTEE,C00333427,C00333427,WALDEN FOR CONGRESS,OR,,,24K,CONTRIBUTION MADE TO NON-AFFILIATED,2018 GENERAL,,,43371,5000,H,HOUSE,2,H6OR02116,"WALDEN, GREGORY PAUL",GREGORY,WALDEN,PAUL,,,OR,OREGON,G2018,,GENERAL,2018,A,ADD,ITEMIZED DISBURSEMENTS,43383.10615,,,,0,,,,11,Political Contributions,,,,,,,Q,C,B,F3X,4.10072E+18,HOOD RIVER,970310037,CONTRIBUTIONS,,2018,SB,4.10092E+18,http://docquery.fec.gov/cgi-bin/fecimg/?201810059124378784,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,
